Country, Variable, Unit, Symbol, "2020"
Spain, Irrigation water requirement, 10^9 m3/year, I, 14.06
Spain, Irrigation water withdrawal, 10^9 m3/year, , 17.36
Spain, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 26.03
Spain, Municipal water withdrawal, 10^9 m3/year, , 4.56
Spain, Municipal water withdrawal as % of total withdrawal, %, E, 15.71
Spain, Not treated municipal wastewater, 10^9 m3/year, I, 0.02
Spain, Number of municipal wastewater treatment facilities, , I, 2041
Spain, Produced municipal wastewater, 10^9 m3/year, I, 5.68
Spain, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 36.24
Spain, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.57
Spain, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 184.49
Spain, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 36.23
Spain, SDG 6.4.2. Water Stress, %, E, 43.25
Spain, Total freshwater withdrawal, 10^9 m3/year, , 29.02
Spain, Total water withdrawal, 10^9 m3/year, , 29.02
Spain, Total water withdrawal per capita, m3/inhab/year, E, 620.69
Spain, Treated municipal wastewater, 10^9 m3/year, I, 4.88
Spain, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 2.77
Spain, Water withdrawal for aquaculture, 10^9 m3/year, , 1.6
Spain, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 5.25
Sri Lanka, Agricultural water withdrawal, 10^9 m3/year, I, 11.31
Sri Lanka, Agricultural water withdrawal as % of total renewable water resources, %, I, 21.42
Sri Lanka, Agricultural water withdrawal as % of total water withdrawal, %, I, 87.36
Sri Lanka, Environmental Flow Requirements, 10^9 m3/year, I, 38.54
Sri Lanka, Industrial water withdrawal, 10^9 m3/year, I, 0.83
Sri Lanka, Industrial water withdrawal as % of total water withdrawal, %, I, 6.42
Sri Lanka, Irrigation water requirement, 10^9 m3/year, I, 3.82
Sri Lanka, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 24.52
Sri Lanka, Municipal water withdrawal, 10^9 m3/year, I, 0.81
Sri Lanka, Municipal water withdrawal as % of total withdrawal, %, I, 6.22
Sri Lanka, Produced municipal wastewater, 10^9 m3/year, I, 0.12
Sri Lanka, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 26.93
Sri Lanka, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.32
Sri Lanka, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 67.01
Sri Lanka, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 6.18
Sri Lanka, SDG 6.4.2. Water Stress, %, E, 90.79
Sri Lanka, Total freshwater withdrawal, 10^9 m3/year, I, 12.95
Sri Lanka, Total water withdrawal, 10^9 m3/year, I, 12.95
Sri Lanka, Total water withdrawal per capita, m3/inhab/year, E, 604.58
Sudan, Agricultural water withdrawal, 10^9 m3/year, I, 25.91
Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E, 68.54
Sudan, Agricultural water withdrawal as % of total water withdrawal, %, I, 96.19
Sudan, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 2.8
Sudan, Environmental Flow Requirements, 10^9 m3/year, I, 15.1
Sudan, Industrial water withdrawal, 10^9 m3/year, I, 0.07
Sudan, Industrial water withdrawal as % of total water withdrawal, %, I, 0.28
Sudan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 71.26
Sudan, Municipal water withdrawal, 10^9 m3/year, I, 0.95
Sudan, Municipal water withdrawal as % of total withdrawal, %, I, 3.53
Sudan, Produced municipal wastewater, 10^9 m3/year, I, 0.48
Sudan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 255.44
Sudan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.18
Sudan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 56.57
Sudan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 2.88
Sudan, SDG 6.4.2. Water Stress, %, E, 118.66
Sudan, Total freshwater withdrawal, 10^9 m3/year, I, 26.93
Sudan, Total water withdrawal, 10^9 m3/year, I, 26.93
Sudan, Total water withdrawal per capita, m3/inhab/year, E, 614.26
Suriname, Agricultural water withdrawal, 10^9 m3/year, I, 0.43
Suriname, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.44
Suriname, Agricultural water withdrawal as % of total water withdrawal, %, I, 70
Suriname, Environmental Flow Requirements, 10^9 m3/year, I, 83.41
Suriname, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.05
Suriname, Fresh surface water withdrawal, 10^9 m3/year, I, 0.57
Suriname, Industrial water withdrawal, 10^9 m3/year, I, 0.14
Suriname, Industrial water withdrawal as % of total water withdrawal, %, I, 22
Suriname, Irrigation water requirement, 10^9 m3/year, I, 0.17
Suriname, Irrigation water withdrawal, 10^9 m3/year, I, 0.43
Suriname, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.62
Suriname, Municipal water withdrawal, 10^9 m3/year, I, 0.05
Suriname, Municipal water withdrawal as % of total withdrawal, %, I, 8
Suriname, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 10.95
Suriname, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.84
Suriname, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 49.08
Suriname, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 6.92
Suriname, SDG 6.4.2. Water Stress, %, E, 3.95
Suriname, Total freshwater withdrawal, 10^9 m3/year, I, 0.62
Suriname, Total water withdrawal, 10^9 m3/year, I, 0.62
Suriname, Total water withdrawal per capita, m3/inhab/year, E, 1049.89
Sweden, Agricultural water withdrawal, 10^9 m3/year, , 0.1
Sweden, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.06
Sweden, Agricultural water withdrawal as % of total water withdrawal, %, E, 4.11
Sweden, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 1.13
Sweden, Collected municipal wastewater, 10^9 m3/year, , 1.18
Sweden, Desalinated water produced, 10^9 m3/year, , 
Sweden, Environmental Flow Requirements, 10^9 m3/year, I, 104.7
Sweden, Fresh groundwater withdrawal, 10^9 m3/year, , 0.39
Sweden, Fresh surface water withdrawal, 10^9 m3/year, , 2.09
Sweden, Industrial water withdrawal, 10^9 m3/year, , 1.27
Sweden, Industrial water withdrawal as % of total water withdrawal, %, E, 51.01
Sweden, Irrigation water requirement, 10^9 m3/year, I, 0.04
Sweden, Irrigation water withdrawal, 10^9 m3/year, , 0.07
Sweden, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.43
Sweden, Municipal water withdrawal, 10^9 m3/year, , 0.7
Sweden, Municipal water withdrawal as % of total withdrawal, %, E, 28.14
Sweden, Not treated municipal wastewater, 10^9 m3/year, I, 0.23
Sweden, Number of municipal wastewater treatment facilities, , I, 1243
Sweden, Produced municipal wastewater, 10^9 m3/year, , 1.18
Sweden, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 78.78
Sweden, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 3.62
Sweden, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 524.5
Sweden, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 187.93
Sweden, SDG 6.4.2. Water Stress, %, E, 3.58
Sweden, Total freshwater withdrawal, 10^9 m3/year, E, 2.48
Sweden, Total water withdrawal, 10^9 m3/year, , 2.48
Sweden, Total water withdrawal per capita, m3/inhab/year, E, 245.96
Sweden, Treated municipal wastewater, 10^9 m3/year, , 1.18
Sweden, Water withdrawal for aquaculture, 10^9 m3/year, , 
Sweden, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 0.08
Sweden, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 0.03
Switzerland, Agricultural water withdrawal, 10^9 m3/year, I, 0.16
Switzerland, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.3
Switzerland, Agricultural water withdrawal as % of total water withdrawal, %, E, 9.06
Switzerland, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 2.37
Switzerland, Collected municipal wastewater, 10^9 m3/year, I, 1.41
Switzerland, Desalinated water produced, 10^9 m3/year, I, 
Switzerland, Environmental Flow Requirements, 10^9 m3/year, I, 27.28
Switzerland, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.85
Switzerland, Fresh surface water withdrawal, 10^9 m3/year, I, 0.85
Switzerland, Industrial water withdrawal, 10^9 m3/year, I, 0.64
Switzerland, Industrial water withdrawal as % of total water withdrawal, %, E, 36.36
Switzerland, Irrigation water requirement, 10^9 m3/year, I, 0.04
Switzerland, Irrigation water withdrawal, 10^9 m3/year, I, 0.14
Switzerland, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 3.19
Switzerland, Municipal water withdrawal, 10^9 m3/year, I, 0.96
Switzerland, Municipal water withdrawal as % of total withdrawal, %, E, 54.59
Switzerland, Not treated municipal wastewater, 10^9 m3/year, I, 0.33
Switzerland, Number of municipal wastewater treatment facilities, , I, 826
Switzerland, Produced municipal wastewater, 10^9 m3/year, I, 1.41
Switzerland, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 267.2
Switzerland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 6.35
Switzerland, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 562.58
Switzerland, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 404.82
Switzerland, SDG 6.4.2. Water Stress, %, E, 6.5
Switzerland, Total freshwater withdrawal, 10^9 m3/year, I, 1.7
Switzerland, Total water withdrawal, 10^9 m3/year, E, 1.77
Switzerland, Total water withdrawal per capita, m3/inhab/year, E, 204.26
Switzerland, Treated municipal wastewater, 10^9 m3/year, I, 1.08
Switzerland, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.04
Syrian Arab Republic, Agricultural water withdrawal, 10^9 m3/year, I, 14.67
Syrian Arab Republic, Agricultural water withdrawal as % of total renewable water resources, %, I, 87.31
Syrian Arab Republic, Agricultural water withdrawal as % of total water withdrawal, %, E, 87.53
Syrian Arab Republic, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 40
Syrian Arab Republic, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 9
Syrian Arab Republic, Direct use of agricultural drainage water, 10^9 m3/year, I, 2.25
Syrian Arab Republic, Direct use of not treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.42
Syrian Arab Republic, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.55
Syrian Arab Republic, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.36
Syrian Arab Republic, Environmental Flow Requirements, 10^9 m3/year, I, 5.57
Syrian Arab Republic, Industrial water withdrawal, 10^9 m3/year, I, 0.62
Syrian Arab Republic, Industrial water withdrawal as % of total water withdrawal, %, E, 3.67
Syrian Arab Republic, Irrigation water requirement, 10^9 m3/year, I, 7.12
Syrian Arab Republic, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 83.11
Syrian Arab Republic, Municipal water withdrawal, 10^9 m3/year, I, 1.48
Syrian Arab Republic, Municipal water withdrawal as % of total withdrawal, %, E, 8.8
Syrian Arab Republic, Not treated municipal wastewater, 10^9 m3/year, I, 0.82
Syrian Arab Republic, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.31
Syrian Arab Republic, Number of municipal wastewater treatment facilities, , I, 7
Syrian Arab Republic, Produced municipal wastewater, 10^9 m3/year, I, 1.37
Syrian Arab Republic, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 9.95
Syrian Arab Republic, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.12
Syrian Arab Republic, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 6.98
Syrian Arab Republic, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 1.08
Syrian Arab Republic, SDG 6.4.2. Water Stress, %, E, 124.36
Syrian Arab Republic, Total freshwater withdrawal, 10^9 m3/year, E, 13.96
Syrian Arab Republic, Total water withdrawal, 10^9 m3/year, E, 16.76
Syrian Arab Republic, Total water withdrawal per capita, m3/inhab/year, E, 957.7
Syrian Arab Republic, Treated municipal wastewater, 10^9 m3/year, I, 0.55
Syrian Arab Republic, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Tajikistan, Agricultural water withdrawal, 10^9 m3/year, I, 7.38
Tajikistan, Agricultural water withdrawal as % of total renewable water resources, %, I, 33.67
Tajikistan, Agricultural water withdrawal as % of total water withdrawal, %, E, 74.53
Tajikistan, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 25.2
Tajikistan, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.09
Tajikistan, Collected municipal wastewater, 10^9 m3/year, I, 
Tajikistan, Desalinated water produced, 10^9 m3/year, I, 
Tajikistan, Direct use of agricultural drainage water, 10^9 m3/year, I, 0.3
Tajikistan, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Tajikistan, Environmental Flow Requirements, 10^9 m3/year, I, 6.75
Tajikistan, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.54
Tajikistan, Fresh surface water withdrawal, 10^9 m3/year, I, 10.06
Tajikistan, Industrial water withdrawal, 10^9 m3/year, I, 1.61
Tajikistan, Industrial water withdrawal as % of total water withdrawal, %, E, 16.26
Tajikistan, Irrigation water requirement, 10^9 m3/year, I, 4.28
Tajikistan, Irrigation water withdrawal, 10^9 m3/year, I, 7.38
Tajikistan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 48.39
Tajikistan, Municipal water withdrawal, 10^9 m3/year, I, 0.91
Tajikistan, Municipal water withdrawal as % of total withdrawal, %, E, 9.21
Tajikistan, Not treated municipal wastewater, 10^9 m3/year, I, 4.55
Tajikistan, Produced municipal wastewater, 10^9 m3/year, I, 0.34
Tajikistan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 1.44
Tajikistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.29
Tajikistan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 6.16
Tajikistan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 1.02
Tajikistan, SDG 6.4.2. Water Stress, %, E, 69.94
Tajikistan, Total freshwater withdrawal, 10^9 m3/year, I, 10.6
Tajikistan, Total water withdrawal, 10^9 m3/year, E, 9.9
Tajikistan, Total water withdrawal per capita, m3/inhab/year, E, 1037.99
Tajikistan, Treated municipal wastewater, 10^9 m3/year, I, 0.21
Tajikistan, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.15
Tajikistan, Water withdrawal for aquaculture, 10^9 m3/year, I, 7.95
Tajikistan, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 
Thailand, Agricultural water withdrawal, 10^9 m3/year, I, 51.79
Thailand, Agricultural water withdrawal as % of total renewable water resources, %, I, 11.81
Thailand, Agricultural water withdrawal as % of total water withdrawal, %, I, 90.37
Thailand, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 1.17
Thailand, Collected municipal wastewater, 10^9 m3/year, I, 1.17
Thailand, Environmental Flow Requirements, 10^9 m3/year, I, 189.6
Thailand, Fresh groundwater withdrawal, 10^9 m3/year, I, 9.83
Thailand, Fresh surface water withdrawal, 10^9 m3/year, I, 47.48
Thailand, Industrial water withdrawal, 10^9 m3/year, I, 2.78
Thailand, Industrial water withdrawal as % of total water withdrawal, %, I, 4.85
Thailand, Irrigation water requirement, 10^9 m3/year, I, 34.19
Thailand, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 13.07
Thailand, Municipal water withdrawal, 10^9 m3/year, I, 2.74
Thailand, Municipal water withdrawal as % of total withdrawal, %, I, 4.78
Thailand, Not treated municipal wastewater, 10^9 m3/year, I, 3.94
Thailand, Number of municipal wastewater treatment facilities, , I, 101
Thailand, Produced municipal wastewater, 10^9 m3/year, I, 5.11
Thailand, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 46.8
Thailand, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.42
Thailand, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 96.88
Thailand, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 7.27
Thailand, SDG 6.4.2. Water Stress, %, E, 23.01
Thailand, Total freshwater withdrawal, 10^9 m3/year, I, 57.31
Thailand, Total water withdrawal, 10^9 m3/year, I, 57.31
Thailand, Total water withdrawal per capita, m3/inhab/year, E, 821
Thailand, Treated municipal wastewater, 10^9 m3/year, I, 1.17
Timor-Leste, Agricultural water withdrawal, 10^9 m3/year, I, 1.07
Timor-Leste, Agricultural water withdrawal as % of total renewable water resources, %, I, 13.04
Timor-Leste, Agricultural water withdrawal as % of total water withdrawal, %, I, 91.38
Timor-Leste, Environmental Flow Requirements, 10^9 m3/year, I, 4.07
Timor-Leste, Industrial water withdrawal, 10^9 m3/year, I, 
Timor-Leste, Industrial water withdrawal as % of total water withdrawal, %, I, 0.17
Timor-Leste, Irrigation water requirement, 10^9 m3/year, I, 0.19
Timor-Leste, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 14.27
Timor-Leste, Municipal water withdrawal, 10^9 m3/year, I, 0.1
Timor-Leste, Municipal water withdrawal as % of total withdrawal, %, I, 8.45
Timor-Leste, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 267.86
Timor-Leste, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.09
Timor-Leste, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 11.77
Timor-Leste, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 1.53
Timor-Leste, SDG 6.4.2. Water Stress, %, E, 28.27
Timor-Leste, Total freshwater withdrawal, 10^9 m3/year, I, 1.17
Timor-Leste, Total water withdrawal, 10^9 m3/year, I, 1.17
Timor-Leste, Total water withdrawal per capita, m3/inhab/year, E, 888.93
Togo, Agricultural water withdrawal, 10^9 m3/year, I, 0.08
Togo, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.52
Togo, Agricultural water withdrawal as % of total water withdrawal, %, E, 34.08
Togo, Environmental Flow Requirements, 10^9 m3/year, I, 8.13
Togo, Industrial water withdrawal, 10^9 m3/year, I, 0.01
Togo, Industrial water withdrawal as % of total water withdrawal, %, E, 2.83
Togo, Irrigation water requirement, 10^9 m3/year, I, 0.01
Togo, Irrigation water withdrawal, 10^9 m3/year, I, 0.05
Togo, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.52
Togo, Municipal water withdrawal, 10^9 m3/year, I, 0.14
Togo, Municipal water withdrawal as % of total withdrawal, %, E, 63.09
Togo, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 180.93
Togo, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.02
Togo, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 25.77
Togo, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 21.38
Togo, SDG 6.4.2. Water Stress, %, E, 3.39
Togo, Total freshwater withdrawal, 10^9 m3/year, E, 0.22
Togo, Total water withdrawal, 10^9 m3/year, E, 0.22
Togo, Total water withdrawal per capita, m3/inhab/year, E, 26.94
Togo, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.03
Trinidad and Tobago, Agricultural water withdrawal, 10^9 m3/year, I, 0.02
Trinidad and Tobago, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.43
Trinidad and Tobago, Agricultural water withdrawal as % of total water withdrawal, %, I, 4.36
Trinidad and Tobago, Desalinated water produced, 10^9 m3/year, I, 0.05
Trinidad and Tobago, Environmental Flow Requirements, 10^9 m3/year, I, 2.19
Trinidad and Tobago, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.11
Trinidad and Tobago, Fresh surface water withdrawal, 10^9 m3/year, I, 0.23
Trinidad and Tobago, Industrial water withdrawal, 10^9 m3/year, I, 0.13
Trinidad and Tobago, Industrial water withdrawal as % of total water withdrawal, %, I, 33.64
Trinidad and Tobago, Irrigation water requirement, 10^9 m3/year, I, 0.01
Trinidad and Tobago, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 8.76
Trinidad and Tobago, Municipal water withdrawal, 10^9 m3/year, I, 0.24
Trinidad and Tobago, Municipal water withdrawal as % of total withdrawal, %, I, 62
Trinidad and Tobago, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 50.44
Trinidad and Tobago, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 2.46
Trinidad and Tobago, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 58.53
Trinidad and Tobago, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 53.36
Trinidad and Tobago, SDG 6.4.2. Water Stress, %, E, 20.33
Trinidad and Tobago, Total freshwater withdrawal, 10^9 m3/year, I, 0.34
Trinidad and Tobago, Total water withdrawal, 10^9 m3/year, I, 0.38
Trinidad and Tobago, Total water withdrawal per capita, m3/inhab/year, E, 273.81
Tunisia, Agricultural water withdrawal, 10^9 m3/year, , 2.71
Tunisia, Agricultural water withdrawal as % of total renewable water resources, %, E, 58.72
Tunisia, Agricultural water withdrawal as % of total water withdrawal, %, E, 75.54
Tunisia, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 8.48
Tunisia, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.24
Tunisia, Collected municipal wastewater, 10^9 m3/year, I, 0.28
Tunisia, Desalinated water produced, 10^9 m3/year, , 0.04
Tunisia, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Tunisia, Direct use of not treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.05
Tunisia, Direct use of treated municipal wastewater, 10^9 m3/year, , 0.02
Tunisia, Direct use of treated municipal wastewater, 10^9 m3/year, E, 0.02
Tunisia, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.01
Tunisia, Environmental Flow Requirements, 10^9 m3/year, I, 0.68
Tunisia, Fresh groundwater withdrawal, 10^9 m3/year, , 2.82
Tunisia, Fresh surface water withdrawal, 10^9 m3/year, I, 1.05
Tunisia, Industrial water withdrawal, 10^9 m3/year, , 0.06
Tunisia, Industrial water withdrawal as % of total water withdrawal, %, E, 1.73
Tunisia, Irrigation water requirement, 10^9 m3/year, I, 1.55
Tunisia, Irrigation water withdrawal, 10^9 m3/year, I, 2.93
Tunisia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 83.73
Tunisia, Municipal water withdrawal, 10^9 m3/year, , 0.82
Tunisia, Municipal water withdrawal as % of total withdrawal, %, E, 22.73
Tunisia, Not treated municipal wastewater, 10^9 m3/year, I, 0.06
Tunisia, Not treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.1
Tunisia, Number of municipal wastewater treatment facilities, , I, 109
Tunisia, Produced municipal wastewater, 10^9 m3/year, , 0.41
Tunisia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 143.33
Tunisia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.32
Tunisia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 32.14
Tunisia, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 10.02
Tunisia, SDG 6.4.2. Water Stress, %, E, 98.11
Tunisia, Total freshwater withdrawal, 10^9 m3/year, E, 3.86
Tunisia, Total water withdrawal, 10^9 m3/year, , 3.59
Tunisia, Total water withdrawal per capita, m3/inhab/year, E, 303.54
Tunisia, Treated municipal wastewater, 10^9 m3/year, , 0.29
Tunisia, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.16
Tunisia, Water withdrawal for aquaculture, 10^9 m3/year, I, 
Tunisia, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 
Turkmenistan, Agricultural water withdrawal, 10^9 m3/year, , 16.12
Turkmenistan, Agricultural water withdrawal as % of total renewable water resources, %, E, 65.09
Turkmenistan, Agricultural water withdrawal as % of total water withdrawal, %, E, 61.42
Turkmenistan, Desalinated water produced, 10^9 m3/year, I, 
Turkmenistan, Direct use of agricultural drainage water, 10^9 m3/year, I, 0.08
Turkmenistan, Environmental Flow Requirements, 10^9 m3/year, I, 5.36
Turkmenistan, Fresh groundwater withdrawal, 10^9 m3/year, , 0.21
Turkmenistan, Fresh surface water withdrawal, 10^9 m3/year, , 26.03
Turkmenistan, Industrial water withdrawal, 10^9 m3/year, I, 0.81
Turkmenistan, Industrial water withdrawal as % of total water withdrawal, %, E, 3.07
Turkmenistan, Irrigation water requirement, 10^9 m3/year, I, 13.56
Turkmenistan, Irrigation water withdrawal, 10^9 m3/year, I, 26.25
Turkmenistan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 105.98
Turkmenistan, Municipal water withdrawal, 10^9 m3/year, , 0.45
Turkmenistan, Municipal water withdrawal as % of total withdrawal, %, E, 1.73
Turkmenistan, Number of municipal wastewater treatment facilities, , I, 1
Turkmenistan, Produced municipal wastewater, 10^9 m3/year, , 6.19
Turkmenistan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 16.87
Turkmenistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.22
Turkmenistan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 30.02
Turkmenistan, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 1.17
Turkmenistan, SDG 6.4.2. Water Stress, %, E, 135.21
Turkmenistan, Total freshwater withdrawal, 10^9 m3/year, , 26.25
Turkmenistan, Total water withdrawal, 10^9 m3/year, , 26.24
Turkmenistan, Total water withdrawal per capita, m3/inhab/year, E, 4351.49
Turkmenistan, Treated municipal wastewater, 10^9 m3/year, I, 0.34
Turkmenistan, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.03
Turkmenistan, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.08
Türkiye, Agricultural water withdrawal, 10^9 m3/year, I, 54.27
Türkiye, Agricultural water withdrawal as % of total renewable water resources, %, E, 25.65
Türkiye, Agricultural water withdrawal as % of total water withdrawal, %, E, 87.24
Türkiye, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 9.16
Türkiye, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 9.16
Türkiye, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 5.29
Türkiye, Collected municipal wastewater, 10^9 m3/year, , 4.99
Türkiye, Desalinated water produced, 10^9 m3/year, , 0.02
Türkiye, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.05
Türkiye, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.05
Türkiye, Environmental Flow Requirements, 10^9 m3/year, I, 76.97
Türkiye, Fresh groundwater withdrawal, 10^9 m3/year, I, 16.62
Türkiye, Fresh surface water withdrawal, 10^9 m3/year, I, 44.91
Türkiye, Industrial water withdrawal, 10^9 m3/year, , 1.03
Türkiye, Industrial water withdrawal as % of total water withdrawal, %, E, 1.66
Türkiye, Irrigation water requirement, 10^9 m3/year, I, 25.14
Türkiye, Irrigation water withdrawal, 10^9 m3/year, I, 46.57
Türkiye, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 29.08
Türkiye, Municipal water withdrawal, 10^9 m3/year, , 6.91
Türkiye, Municipal water withdrawal as % of total withdrawal, %, E, 11.1
